date_week,province,total_posts,avg_word_count,joy_mean,sadness_mean,anger_mean,fear_mean,surprise_mean,neutral_mean,joy_std,sadness_std,anger_std,fear_std,surprise_std,dominant_emotion_key,dominant_emotion,dominant_score,positive_index,emotional_intensity,fear_joy_ratio,reliable
2019-W50,澳门,2,176.0,0.0,0.025,0.7749999999999999,0.0,0.1,0.1,0.0,0.03535533905932738,0.1060660171779821,0.0,0.14142135623730953,anger,愤怒,0.7749999999999999,0.0,0.9,0.0,False
2019-W50,甘肃,3,197.33333333333334,0.0033333333333333335,0.32,0.25333333333333335,0.02,0.013333333333333334,0.38999999999999996,0.005773502691896258,0.42154477816715985,0.4301550108197431,0.026457513110645908,0.015275252316519466,neutral,中性,0.38999999999999996,0.0055248618784530384,0.6100000000000001,1.5,False
2019-W50,福建,5,89.6,0.02,0.0,0.0,0.02,0.1,0.86,0.0447213595499958,0.0,0.0,0.0447213595499958,0.1224744871391589,neutral,中性,0.86,0.6666666666666667,0.14,0.6666666666666667,False
2019-W50,西藏,1,155.0,0.1,0.0,0.0,0.0,0.1,0.8,,,,,,neutral,中性,0.8,10.0,0.19999999999999996,0.0,False
2019-W50,贵州,2,228.0,0.0,0.0,0.0,0.05,0.4,0.55,0.0,0.0,0.0,0.07071067811865477,0.5656854249492381,neutral,中性,0.55,0.0,0.44999999999999996,5.0,False
2019-W50,辽宁,3,270.6666666666667,0.0,0.08333333333333333,0.06666666666666667,0.10000000000000002,0.08333333333333333,0.6666666666666666,0.0,0.07637626158259733,0.05773502691896258,0.1,0.10408329997330663,neutral,中性,0.6666666666666666,0.0,0.33333333333333337,10.000000000000002,False
2019-W50,重庆,6,385.3333333333333,0.225,0.016666666666666666,0.03333333333333333,0.0,0.09166666666666667,0.6333333333333333,0.21621748310439654,0.040824829046386304,0.08164965809277261,0.0,0.15625833311112297,neutral,中性,0.6333333333333333,3.75,0.3666666666666667,0.0,False
2019-W50,陕西,2,293.0,0.45,0.0,0.3,0.0,0.05,0.2,0.4949747468305833,0.0,0.4242640687119285,0.0,0.07071067811865477,joy,喜悦,0.45,1.4516129032258065,0.8,0.0,False
2019-W50,香港,4,502.75,0.38749999999999996,0.05,0.075,0.025,0.05,0.4125,0.45161746349464094,0.1,0.15,0.05,0.05773502691896258,neutral,中性,0.4125,2.4218749999999996,0.5875,0.0628930817610063,False
2019-W50,黑龙江,2,198.5,0.6000000000000001,0.0,0.0,0.0,0.2,0.2,0.28284271247461906,0.0,0.0,0.0,0.28284271247461906,joy,喜悦,0.6000000000000001,60.00000000000001,0.8,0.0,False
